iso_o,TIME_PERIOD,export,import,net_imp,gdp_pct,co2,manufacturing,renewable,energy,trade_openness,fdi,urban,internet,population,country,continent,category,development,eci_sitc,eci_rank_sitc,importing,exporting
TUR,2014,119.11099999999999,214.112,95.001,10556.12,4.6,16.77,11.5,1543.09,53.77,11.5,73.08,51.04,100.28,Türkiye,Europe,Emerging and Developing Economies,0.0,0.365,49,7.0,65.0
UKR,2014,156.61,47.619,-108.99100000000001,2308.64,5.86,12.23,3.5,2298.61,100.69,3.5,68.97,46.24,79.36,Ukraine,Europe,Emerging and Developing Economies,0.0,0.346,50,68.0,4.0
USA,2014,926.1940000000001,1695.074,768.88,55665.24,16.43,11.41,9.0,6915.64,29.91,9.0,81.48,73.0,34.9,United States,America,Advanced Economies,1.0,1.575,15,1.0,71.0
VNM,2014,195.33,146.0,-49.33000000000001,2439.29,1.95,20.37,36.7,745.63,135.41,36.7,33.12,41.0,292.56,Vietnam,Asia,Emerging and Developing Economies,0.0,0.232,54,63.0,9.0
ZAF,2014,195.737,81.029,-114.708,6155.01,8.71,12.48,7.6,2438.68,59.5,7.6,64.31,49.0,45.83,South Africa,Africa,Emerging and Developing Economies,0.0,0.085,58,69.0,3.0
ARG,2015,57.852000000000004,56.138,-1.7140000000000057,13679.63,4.51,14.18,9.4,1919.76,22.49,9.4,91.5,68.04,15.89,Argentina,America,Emerging and Developing Economies,0.0,-0.49,83,44.0,28.0
AUS,2015,189.995,177.211,-12.783999999999992,56739.03,16.82,6.29,9.4,5318.67,41.66,9.4,85.7,84.56,3.1,Australia,Pacific,Advanced Economies,1.0,-0.66,95,54.0,18.0
AUT,2015,65.024,92.213,27.188999999999993,43915.23,7.79,17.24,34.8,3795.51,103.12,34.8,57.72,83.94,104.73,Austria,Europe,Advanced Economies,1.0,1.863,7,17.0,55.0
BEL,2015,97.869,126.212,28.343000000000004,40893.8,9.08,12.57,9.4,4661.66,155.07,9.4,97.88,85.05,371.68,Belgium,Europe,Advanced Economies,1.0,1.306,20,16.0,56.0
BGD,2015,17.728,52.333,34.605,1224.39,0.54,16.79,33.1,237.71,42.09,33.1,34.31,12.9,1224.42,Bangladesh,Asia,Emerging and Developing Economies,0.0,-1.187,133,15.0,57.0
BGR,2015,41.764,24.769,-16.995000000000005,7268.65,7.14,14.737027027027027,17.9,2637.5,126.74,17.9,73.99,56.66,64.34,Bulgaria,Europe,Emerging and Developing Economies,0.0,0.297,45,57.0,15.0
BLR,2015,47.913,42.68,-5.232999999999997,5967.06,6.25,20.64,6.8,2660.14,115.91,6.8,77.18,62.23,46.61,Belarus,Europe,Emerging and Developing Economies,0.0,0.412,41,50.0,22.0
BRA,2015,319.193,174.353,-144.83999999999997,8936.2,2.57,10.52,43.7,1482.02,26.95,43.7,85.77,58.33,24.13,Brazil,America,Emerging and Developing Economies,0.0,-0.009,59,69.0,3.0
CAN,2015,393.287,283.804,-109.483,43594.19,16.16,9.98,22.3,7690.41,66.16,22.3,81.26,90.0,3.98,Canada,America,Advanced Economies,1.0,0.285,46,68.0,4.0
CHE,2015,46.405,104.517,58.111999999999995,83806.45,4.86,17.12,23.9,2927.96,117.14,23.9,73.72,87.48,209.63,Switzerland,Europe,Advanced Economies,1.0,2.619,1,8.0,64.0
CHL,2015,42.008,50.855000000000004,8.847000000000001,13433.92,4.67,10.4,25.1,1968.3,59.35,25.1,87.36,76.63,24.33,Chile,America,Emerging and Developing Economies,0.0,-0.554,88,23.0,49.0
CHN,2015,2135.819,1293.856,-841.963,8175.33,7.81,28.39,12.2,2175.15,38.7,12.2,55.5,50.3,146.98,China,Asia,Emerging and Developing Economies,0.0,1.146,24,71.0,1.0
CIV,2015,4.831,6.84,2.0089999999999995,1814.72,0.45,11.43,64.5,383.89,52.71,64.5,49.44,38.44,79.39,Côte d'Ivoire,Africa,Emerging and Developing Economies,0.0,-0.964,117,33.0,39.0
CMR,2015,8.503,6.754,-1.7490000000000006,1415.0,0.4,14.35,78.1,402.98,45.54,78.1,54.58,18.3,48.16,Cameroon,Africa,Emerging and Developing Economies,0.0,-0.859,108,45.0,27.0
COL,2015,41.054,46.870999999999995,5.816999999999993,6248.51,1.78,12.4,31.1,887.26,38.36,31.1,79.76,55.9,42.33,Colombia,America,Emerging and Developing Economies,0.0,-0.068,62,27.0,45.0
CRI,2015,5.6000000000000005,11.835,6.235,11714.71,1.61,11.61,38.3,1024.45,60.75,38.3,76.86,59.76,94.36,Costa Rica,America,Emerging and Developing Economies,0.0,0.12,55,26.0,46.0
CYP,2015,3.605,4.866,1.2609999999999997,23487.23,5.62,4.26,10.4,1677.4,137.28,10.4,66.95,71.72,131.98,Cyprus,Europe,Advanced Economies,1.0,0.735,36,38.0,34.0
CZE,2015,84.998,75.603,-9.39500000000001,17931.6,10.27,23.73,14.8,3982.19,154.02,14.8,73.48,75.67,136.59,Czech Republic,Europe,Advanced Economies,1.0,1.682,13,53.0,19.0
DEU,2015,522.529,649.529,127.0,41911.01,9.61,20.15,14.6,3780.85,77.79,14.6,77.2,87.59,234.15,Germany,Europe,Advanced Economies,1.0,2.402,3,5.0,67.0
DNK,2015,74.035,58.521,-15.513999999999996,53094.01,6.0,12.48,32.5,2847.99,105.13,32.5,87.53,96.33,142.09,Denmark,Europe,Advanced Economies,1.0,1.204,23,55.0,17.0
EGY,2015,22.273,59.835,37.562,3306.98,2.4,16.7,5.3,810.82,34.85,5.3,42.78,37.82,100.05,Egypt,Africa,Emerging and Developing Economies,0.0,-0.392,79,12.0,60.0
ESP,2015,164.371,199.369,34.99799999999999,25982.44,5.93,11.01,16.3,2552.4,63.58,16.3,79.6,78.69,92.91,Spain,Europe,Advanced Economies,1.0,0.769,34,14.0,58.0
EST,2015,12.334,10.562000000000001,-1.7719999999999985,17722.16,15.2,13.65,28.2,3695.12,148.51,28.2,68.42,88.41,30.26,Estonia,Europe,Advanced Economies,1.0,0.854,33,46.0,26.0
FIN,2015,37.047,45.54,8.493000000000002,42560.35,8.39,14.84,43.2,5921.6,71.96,43.2,85.22,86.42,18.03,Finland,Europe,Advanced Economies,1.0,1.566,16,24.0,48.0
FRA,2015,201.29999999999998,356.606,155.306,36702.43,5.0,10.32,13.3,3799.19,63.5,13.3,79.66,78.01,123.48,France,Europe,Advanced Economies,1.0,1.514,17,4.0,68.0
GBR,2015,165.07,357.221,192.151,44983.89,6.39,9.29,7.7,2774.8,57.2,7.7,82.63,92.0,269.04,United Kingdom,Europe,Advanced Economies,1.0,1.836,10,3.0,69.0
GRC,2015,44.491,45.153999999999996,0.6629999999999967,17980.73,6.42,8.29,17.5,2148.05,65.27,17.5,78.05,66.83,83.95,Greece,Europe,Advanced Economies,1.0,0.149,52,40.0,32.0
HKG,2015,71.452,119.446,47.994,42432.16,6.07,1.11,0.2,2030.17,389.41,0.2,100.0,84.95,6944.1,Hong Kong SAR,Asia,Advanced Economies,1.0,0.942,29,10.0,62.0
HRV,2015,10.596,12.388,1.7919999999999998,12285.3,4.34,12.74,33.1,2018.54,90.64,33.1,56.16,69.84,74.19,Croatia,Europe,Advanced Economies,1.0,0.766,35,34.0,38.0
HUN,2015,54.865,53.804,-1.061,12782.94,4.85,20.21,15.6,2571.15,167.29,15.6,70.5,72.83,107.36,Hungary,Europe,Emerging and Developing Economies,0.0,1.751,11,42.0,30.0
IDN,2015,167.453,150.516,-16.937000000000012,3288.22,1.96,20.99,26.6,698.66,41.94,26.6,53.31,22.06,139.44,Indonesia,Asia,Emerging and Developing Economies,0.0,-0.253,71,56.0,16.0
IND,2015,486.019,421.822,-64.197,1584.0,1.7,15.58,33.4,622.34,41.92,33.4,32.78,14.9,446.67,India,Asia,Emerging and Developing Economies,0.0,0.411,42,64.0,8.0
IRL,2015,70.664,63.244,-7.420000000000002,64311.82,8.01,34.86,9.5,2825.98,216.21,9.5,62.54,83.49,68.25,Ireland,Europe,Advanced Economies,1.0,1.837,9,51.0,21.0
ISR,2015,23.27,45.012,21.742,36213.1,8.12,12.89,3.7,2607.84,58.9,3.7,92.18,77.35,387.25,Israel,Asia,Advanced Economies,1.0,1.633,14,21.0,51.0
ITA,2015,197.365,301.451,104.08600000000001,30639.88,5.88,14.26,16.6,2533.02,55.44,16.6,69.56,58.14,203.67,Italy,Europe,Advanced Economies,1.0,1.481,18,6.0,66.0
JOR,2015,8.825,17.765,8.940000000000001,4042.76,2.69,18.36,3.2,903.43,95.36,3.2,90.26,54.22,107.51,Jordan,Asia,Emerging and Developing Economies,0.0,0.552,37,22.0,50.0
JPN,2015,328.821,601.9590000000001,273.13800000000003,34960.64,9.72,20.46,6.2,3400.59,35.43,6.2,91.38,91.06,348.81,Japan,Asia,Advanced Economies,1.0,2.604,2,2.0,70.0
KAZ,2015,81.055,50.91,-30.14500000000001,10196.12,11.36,10.28,1.7,3050.94,53.05,1.7,57.19,70.83,6.7,Kazakhstan,Asia,Emerging and Developing Economies,0.0,-0.631,92,60.0,12.0
KHM,2015,13.359,9.716,-3.6430000000000007,1547.32,0.54,22.46,60.6,379.75,122.11,60.6,22.19,6.43,88.51,Cambodia,Asia,Emerging and Developing Economies,0.0,-0.751,102,49.0,23.0
KOR,2015,371.711,397.428,25.716999999999985,28737.44,12.6,26.61,2.7,5239.0,79.13,2.7,81.63,89.9,523.53,Korea,Asia,Advanced Economies,1.0,2.101,5,18.0,54.0
LAO,2015,9.133,7.1259999999999994,-2.0069999999999997,2121.01,1.31,8.19,53.3,602.34,85.8,53.3,33.11,18.2,29.47,Lao P.D.R.,Asia,Emerging and Developing Economies,0.0,-0.828,106,48.0,24.0
LTU,2015,17.901,20.879,2.9780000000000015,14269.8,4.69,17.24,29.0,2420.61,138.2,29.0,67.23,71.38,46.47,Lithuania,Europe,Advanced Economies,1.0,0.49,38,32.0,40.0
LVA,2015,7.99,10.999,3.0090000000000003,13321.98,3.87,10.85,38.1,2155.85,126.38,38.1,67.98,79.2,31.78,Latvia,Europe,Advanced Economies,1.0,0.345,44,31.0,41.0
MAR,2015,21.967,29.505,7.538,3146.25,1.77,14.98,11.2,563.6,67.29,11.2,60.81,57.08,77.54,Morocco,Africa,Emerging and Developing Economies,0.0,-0.819,105,25.0,47.0
MEX,2015,222.97,261.043,38.07300000000001,10021.24,4.05,19.82,9.2,1539.14,70.41,9.2,79.28,57.43,62.28,Mexico,America,Emerging and Developing Economies,0.0,1.365,19,11.0,61.0
MMR,2015,19.765,17.838,-1.9269999999999996,1166.73,0.39,20.81,70.0,353.41,97.12808219178082,70.0,29.86,10.9,78.23,Myanmar,Asia,Emerging and Developing Economies,0.0,-1.436,141,47.0,25.0
MYS,2015,187.948,116.902,-71.046,9648.68,8.1,22.29,3.4,2706.93,131.37,3.4,74.21,71.06,95.06,Malaysia,Asia,Emerging and Developing Economies,0.0,1.004,26,65.0,7.0
NGA,2015,71.443,43.325,-28.117999999999995,2585.73,0.62,9.43,81.3,319.58,97.12808219178082,81.3,47.84,22.5,209.35,Nigeria,Africa,Emerging and Developing Economies,0.0,-1.524,142,59.0,13.0
NLD,2015,163.97,165.628,1.657999999999987,45793.81,10.0,10.15,5.8,4298.59,160.33,5.8,90.17,91.72,503.12,The Netherlands,Europe,Advanced Economies,1.0,1.248,21,36.0,36.0
NOR,2015,58.441,59.646,1.2049999999999983,74809.97,9.24,6.96,56.5,4930.48,70.43,56.5,81.09,96.81,14.21,Norway,Europe,Advanced Economies,1.0,0.871,32,39.0,33.0
NZL,2015,37.763999999999996,29.767,-7.996999999999996,38665.37,7.66,11.27,29.3,4422.74,54.85,29.3,86.34,85.2,17.51,New Zealand,Pacific,Advanced Economies,1.0,-0.049,60,52.0,20.0
PAK,2015,26.320999999999998,49.685,23.364000000000004,1380.47,0.82,12.3,45.9,437.11,26.69,45.9,36.03,11.0,281.87,Pakistan,Asia,Emerging and Developing Economies,0.0,-0.977,119,20.0,52.0
PER,2015,27.735,33.227000000000004,5.492000000000004,6231.71,1.8,13.79,27.4,743.01,45.16,27.4,77.36,40.85,23.8,Peru,America,Emerging and Developing Economies,0.0,-0.867,111,28.0,44.0
PHL,2015,45.231,69.928,24.696999999999996,2909.86,1.07,19.93,30.8,499.07,59.14,30.8,46.28,36.9,353.2,Philippines,Asia,Emerging and Developing Economies,0.0,0.978,27,19.0,53.0
POL,2015,161.704,131.45,-30.25400000000002,12637.52,8.05,17.67,11.9,2498.77,92.26,11.9,60.28,68.0,124.06,Poland,Europe,Emerging and Developing Economies,0.0,0.944,28,61.0,11.0
PRT,2015,37.07,40.116,3.0459999999999994,19215.78,5.01,12.25,27.2,2121.09,80.63,27.2,63.51,68.63,113.07,Portugal,Europe,Advanced Economies,1.0,0.421,40,30.0,42.0
ROU,2015,41.971,40.351,-1.6199999999999974,8977.02,4.05,20.21,23.7,1598.69,83.52,23.7,53.89,55.76,86.12,Romania,Europe,Emerging and Developing Economies,0.0,0.892,30,43.0,29.0
RUS,2015,752.398,195.984,-556.414,9277.71,12.15,12.38,3.2,4785.2,49.36,3.2,74.05,70.1,8.83,Russia,Asia,Emerging and Developing Economies,0.0,-0.188,69,70.0,2.0
SAU,2015,118.944,170.37,51.426,23256.15,20.51,13.1,0.0,7786.92,67.11,0.0,83.18,69.62,13.87,Saudi Arabia,Asia,Emerging and Developing Economies,0.0,0.196,48,9.0,63.0
SEN,2015,4.45,4.655,0.20500000000000007,1218.01,0.63,17.05,39.1,296.78,58.11,39.1,45.86,21.7,75.8,Senegal,Africa,Emerging and Developing Economies,0.0,-0.682,96,41.0,31.0
SGP,2015,207.062,155.07,-51.99200000000002,55645.61,9.97,18.09,0.7,5242.65,329.47,0.7,100.0,79.01,7806.77,Singapore,Asia,Advanced Economies,1.0,2.204,4,63.0,9.0
SVK,2015,40.948,44.089,3.1409999999999982,16442.08,6.36,18.83,13.4,3131.86,179.43,13.4,53.89,77.63,112.8,Slovak Republic,Europe,Advanced Economies,1.0,1.243,22,29.0,43.0
SVN,2015,13.78,15.493,1.713000000000001,20697.27,6.93,19.98,21.4,3195.48,147.22,21.4,53.78,73.1,102.45,Slovenia,Europe,Advanced Economies,1.0,1.597,15,35.0,37.0
SWE,2015,44.572,81.41199999999999,36.83999999999999,51197.95,4.38,13.76,51.9,4573.59,84.16,51.9,86.55,90.61,24.06,Sweden,Europe,Advanced Economies,1.0,1.853,8,13.0,59.0
THA,2015,212.622,186.93,-25.692000000000007,5688.85,3.97,27.37,22.6,1932.67,124.84,22.6,47.69,39.32,138.07,Thailand,Asia,Emerging and Developing Economies,0.0,1.107,25,58.0,14.0
TUN,2015,13.936,15.311,1.375,4014.95,2.69,14.01,12.5,952.98,87.25,12.5,68.06,46.5,73.39,Tunisia,Africa,Emerging and Developing Economies,0.0,-0.141,66,37.0,35.0
TUR,2015,119.246,181.668,62.42200000000001,11050.0,4.7,16.7,13.3,1646.84,51.09,13.3,73.61,53.74,101.63,Türkiye,Europe,Emerging and Developing Economies,0.0,0.134,54,7.0,65.0
UKR,2015,129.404,41.14,-88.264,2094.47,4.94,11.9,4.2,2027.64,107.81,4.2,69.06,48.88,79.04,Ukraine,Europe,Emerging and Developing Economies,0.0,0.102,56,66.0,6.0
USA,2015,830.43,1710.478,880.0480000000001,56849.47,15.95,11.32,8.9,6789.65,27.69,8.9,81.67,74.55,35.18,United States,America,Advanced Economies,1.0,1.748,12,1.0,71.0
VNM,2015,208.725,166.441,-42.28399999999999,2577.57,2.16,20.96,27.8,679.45,144.91,27.8,33.81,45.0,296.2,Vietnam,Asia,Emerging and Developing Economies,0.0,0.046,57,62.0,10.0
ZAF,2015,180.139,74.783,-105.35600000000001,6112.27,8.11,12.52,7.6,2257.19,56.73,7.6,64.83,51.92,46.76,South Africa,Africa,Emerging and Developing Economies,0.0,-0.069,63,67.0,5.0
ARG,2016,64.146,54.269,-9.877000000000002,13265.89,4.42,13.49,9.4,1889.87,26.09,9.4,91.63,70.97,16.04,Argentina,America,Emerging and Developing Economies,0.0,-0.418,80,54.0,18.0
AUS,2016,185.089,176.085,-9.00399999999999,57401.07,16.89,6.08,9.6,5216.99,40.97,9.6,85.8,86.54,3.14,Australia,Pacific,Advanced Economies,1.0,-0.708,101,52.0,20.0
AUT,2016,63.18,90.81099999999999,27.630999999999993,44362.67,7.76,17.67,34.6,3797.17,101.57,34.6,57.9,84.32,105.87,Austria,Europe,Advanced Economies,1.0,1.784,9,15.0,57.0
BEL,2016,95.212,121.742,26.53,41172.89,8.94,12.25,9.2,4904.16,159.06,9.2,97.92,86.52,373.57,Belgium,Europe,Advanced Economies,1.0,1.312,19,17.0,55.0
BGD,2016,16.367,43.861000000000004,27.494000000000003,1299.83,0.58,20.35,30.2,255.92,31.33,30.2,35.08,18.1,1235.4,Bangladesh,Asia,Emerging and Developing Economies,0.0,-1.179,133,16.0,56.0
BGR,2016,41.102,24.698,-16.403999999999996,7586.5,6.84,14.619324324324323,17.7,2606.61,122.81,17.7,74.33,59.83,63.51,Bulgaria,Europe,Emerging and Developing Economies,0.0,0.409,43,55.0,17.0
BLR,2016,49.329,42.354,-6.975000000000001,5811.2,6.24,20.15,6.7,2639.09,125.21,6.7,77.66,71.11,46.65,Belarus,Europe,Emerging and Developing Economies,0.0,0.515,38,48.0,24.0
BRA,2016,288.36699999999996,143.377,-144.98999999999995,8577.84,2.37,10.79,45.4,1414.9,24.53,45.4,86.04,60.87,24.31,Brazil,America,Emerging and Developing Economies,0.0,0.126,54,69.0,3.0
CAN,2016,372.421,269.803,-102.618,43551.34,15.95,9.93,22.1,7944.51,65.36,22.1,81.3,91.16,4.03,Canada,America,Advanced Economies,1.0,0.332,46,67.0,5.0
CHE,2016,50.535,110.289,59.754000000000005,84611.1,4.87,17.33,24.1,2819.83,123.57,24.1,73.74,89.13,211.93,Switzerland,Europe,Advanced Economies,1.0,2.685,1,8.0,64.0
CHL,2016,41.852000000000004,47.696999999999996,5.844999999999992,13505.1,4.86,9.71,24.6,2070.47,56.06,24.6,87.42,83.56,24.61,Chile,America,Emerging and Developing Economies,0.0,-0.517,87,26.0,46.0
CHN,2016,1952.679,1238.002,-714.6770000000001,8679.38,7.79,27.52,12.6,2149.2,36.18,12.6,56.74,53.2,147.82,China,Asia,Emerging and Developing Economies,0.0,1.156,25,71.0,1.0
CIV,2016,4.419,7.05,2.6310000000000002,1889.28,0.44,12.54,64.0,391.66,47.57,64.0,49.88,41.21,81.73,Côte d'Ivoire,Africa,Emerging and Developing Economies,0.0,-0.958,116,31.0,41.0
CMR,2016,7.3759999999999994,6.598,-0.7779999999999996,1435.62,0.41,13.84,78.8,400.08,40.64,78.8,55.18,20.6,49.62,Cameroon,Africa,Emerging and Developing Economies,0.0,-0.838,105,43.0,29.0
COL,2016,40.242,42.691,2.449000000000005,6316.07,1.81,12.3,30.5,910.98,36.2,30.5,80.11,58.14,42.76,Colombia,America,Emerging and Developing Economies,0.0,-0.1,65,34.0,38.0
CRI,2016,5.991,12.224,6.2330000000000005,12084.44,1.69,11.61,34.1,1001.15,62.18,34.1,77.74,65.88,95.32,Costa Rica,America,Emerging and Developing Economies,0.0,0.02,60,25.0,47.0
CYP,2016,3.9610000000000003,5.674,1.713,24916.63,5.84,4.57,10.3,1761.87,139.02,10.3,66.88,75.9,133.89,Cyprus,Europe,Advanced Economies,1.0,0.857,32,37.0,35.0
CZE,2016,83.515,74.555,-8.959999999999994,18359.1,10.39,23.76,14.8,3927.73,148.55,14.8,73.57,76.48,136.85,Czech Republic,Europe,Advanced Economies,1.0,1.68,12,51.0,21.0
DEU,2016,499.291,637.017,137.72600000000006,42528.06,9.59,20.43,14.2,3765.22,75.98,14.2,77.22,84.17,235.71,Germany,Europe,Advanced Economies,1.0,2.282,3,5.0,67.0
DNK,2016,73.816,57.103,-16.713,54300.2,6.23,12.94,32.0,2891.03,101.45,32.0,87.64,96.97,143.2,Denmark,Europe,Advanced Economies,1.0,1.202,23,56.0,16.0
EGY,2016,21.991,57.238,35.247,3381.22,2.46,16.84,5.1,872.58,30.25,5.1,42.73,41.25,102.11,Egypt,Africa,Emerging and Developing Economies,0.0,-0.327,75,13.0,59.0
ESP,2016,162.815,198.147,35.331999999999994,26719.24,5.74,10.95,16.7,2563.01,63.19,16.7,79.84,80.56,93.0,Spain,Europe,Advanced Economies,1.0,0.718,36,12.0,60.0
EST,2016,12.351,9.875,-2.476000000000001,18264.99,15.18,13.61,27.2,4579.42,147.75,27.2,68.56,87.24,30.27,Estonia,Europe,Advanced Economies,1.0,0.768,35,46.0,26.0
FIN,2016,38.111,47.503,9.392000000000003,43529.68,8.88,14.75,42.4,6120.63,71.72,42.4,85.28,87.7,18.08,Finland,Europe,Advanced Economies,1.0,1.487,17,21.0,51.0
FRA,2016,193.693,349.753,156.05999999999997,36920.53,5.03,10.17,14.2,3718.17,63.34,14.2,79.92,79.27,123.8,France,Europe,Advanced Economies,1.0,1.459,18,4.0,68.0
GBR,2016,155.395,330.853,175.458,45485.65,6.0,9.11,7.7,2696.98,59.7,7.7,82.89,94.78,271.18,United Kingdom,Europe,Advanced Economies,1.0,1.762,10,3.0,69.0
GRC,2016,43.645,44.556,0.9109999999999943,18049.93,6.32,8.11,16.4,2109.42,63.66,16.4,78.39,69.09,83.6,Greece,Europe,Advanced Economies,1.0,0.185,51,39.0,33.0
HKG,2016,70.888,115.39399999999999,44.505999999999986,43087.55,6.14,1.08,0.2,2081.7,371.73,0.2,100.0,87.48,6987.24,Hong Kong SAR,Asia,Advanced Economies,1.0,1.008,28,9.0,63.0
HRV,2016,9.274000000000001,11.442,2.1679999999999993,12849.35,4.45,12.87,31.8,2057.19,92.13,31.8,56.4,72.7,73.38,Croatia,Europe,Advanced Economies,1.0,0.855,33,35.0,37.0
HUN,2016,53.444,51.539,-1.9050000000000011,13145.66,4.95,19.56,15.3,2613.09,163.97,15.3,70.78,79.26,106.94,Hungary,Europe,Emerging and Developing Economies,0.0,1.704,11,44.0,28.0
IDN,2016,158.751,142.006,-16.745000000000005,3416.81,1.92,20.52,27.8,718.58,37.42,27.8,53.99,25.45,140.95,Indonesia,Asia,Emerging and Developing Economies,0.0,-0.216,71,57.0,15.0
IND,2016,472.20799999999997,408.419,-63.78899999999999,1694.47,1.71,15.16,33.0,627.27,40.08,33.0,33.18,16.5,452.02,India,Asia,Emerging and Developing Economies,0.0,0.38,45,64.0,8.0
IRL,2016,74.903,67.832,-7.071000000000012,64267.57,8.3,32.59,8.6,2932.3,229.76,8.6,62.74,83.5,69.14,Ireland,Europe,Advanced Economies,1.0,1.813,7,49.0,23.0
ISR,2016,21.874,45.037,23.163,37093.79,7.92,12.04,4.0,2569.22,57.8,4.0,92.26,79.65,394.92,Israel,Asia,Advanced Economies,1.0,1.633,14,18.0,54.0
ITA,2016,184.68200000000002,295.178,110.49599999999998,31077.68,5.81,14.66,16.1,2511.46,54.43,16.1,69.86,61.32,203.29,Italy,Europe,Advanced Economies,1.0,1.495,16,6.0,66.0
JOR,2016,8.595,17.596,9.001,3933.15,2.52,18.01,4.7,887.62,88.72,4.7,90.51,56.15,112.71,Jordan,Asia,Emerging and Developing Economies,0.0,0.646,37,23.0,49.0
JPN,2016,294.94599999999997,555.4590000000001,260.5130000000001,35242.2,9.7,20.29,6.4,3370.89,31.31,6.4,91.46,93.18,348.63,Japan,Asia,Advanced Economies,1.0,2.476,2,2.0,70.0
KAZ,2016,82.984,44.063,-38.92099999999999,10151.42,11.75,11.33,2.1,3389.1,60.31,2.1,57.26,74.59,6.8,Kazakhstan,Asia,Emerging and Developing Economies,0.0,-0.586,90,61.0,11.0
KHM,2016,14.04,10.764,-3.276,1645.47,0.67,22.73,58.0,412.75,122.7,58.0,22.58,32.4,89.81,Cambodia,Asia,Emerging and Developing Economies,0.0,-0.604,92,47.0,25.0
KOR,2016,356.621,366.41,9.789000000000044,29467.12,12.88,26.36,2.6,5390.84,73.6,2.6,81.56,92.84,525.37,Korea,Asia,Advanced Economies,1.0,2.117,5,20.0,52.0
LAO,2016,15.238,5.885,-9.353,2234.76,2.3,7.77,51.7,754.13,75.09,51.7,33.74,21.87,29.93,Lao P.D.R.,Asia,Emerging and Developing Economies,0.0,-0.581,89,53.0,19.0
LTU,2016,17.202,20.36,3.1579999999999977,14823.11,4.7,16.81,31.5,2504.98,134.69,31.5,67.37,74.38,45.93,Lithuania,Europe,Advanced Economies,1.0,0.512,39,30.0,42.0
LVA,2016,7.9559999999999995,10.55,2.594000000000001,13787.34,3.82,10.54,38.5,2172.44,123.33,38.5,68.02,79.84,31.49,Latvia,Europe,Advanced Economies,1.0,0.393,44,32.0,40.0
MAR,2016,22.077,31.113,9.035999999999998,3124.43,1.74,14.76,11.1,558.06,71.12,11.1,61.36,58.27,78.48,Morocco,Africa,Emerging and Developing Economies,0.0,-0.683,99,22.0,50.0
MEX,2016,229.767,252.487,22.72,10100.5,4.06,19.87,9.2,1525.38,75.69,9.2,79.58,59.54,62.89,Mexico,America,Emerging and Developing Economies,0.0,1.278,21,19.0,53.0
MMR,2016,23.53,21.483999999999998,-2.046000000000003,1225.38,0.45,22.8,68.8,376.14,95.39328767123288,68.8,30.08,16.0,78.89,Myanmar,Asia,Emerging and Developing Economies,0.0,-1.18,134,45.0,27.0
MYS,2016,175.609,104.921,-70.688,9901.48,7.79,21.8,4.4,2759.17,126.9,4.4,74.84,78.79,96.76,Malaysia,Asia,Emerging and Developing Economies,0.0,0.931,30,65.0,7.0
NGA,2016,72.236,38.649,-33.587,2481.81,0.62,8.68,81.1,330.72,95.39328767123288,81.1,48.68,24.1,214.59,Nigeria,Africa,Emerging and Developing Economies,0.0,-1.514,140,59.0,13.0
NLD,2016,161.291,162.172,0.8810000000000002,46655.04,10.03,10.27,5.6,4352.45,150.97,5.6,90.64,90.41,505.8,The Netherlands,Europe,Advanced Economies,1.0,1.155,26,40.0,32.0
NOR,2016,50.66,57.957,7.297000000000004,75017.49,9.05,6.67,57.7,5368.58,69.12,57.7,81.48,97.3,14.34,Norway,Europe,Advanced Economies,1.0,0.464,41,24.0,48.0
NZL,2016,35.975,28.336,-7.639000000000003,39235.37,7.35,10.08,30.1,4265.94,52.41,30.1,86.4,86.5,17.9,New Zealand,Pacific,Advanced Economies,1.0,-0.154,67,50.0,22.0
PAK,2016,23.579,57.084,33.505,1452.19,0.89,11.21,43.7,446.83,24.7,43.7,36.23,12.39,285.57,Pakistan,Asia,Emerging and Developing Economies,0.0,-0.864,106,14.0,58.0
PER,2016,29.617,31.439,1.8219999999999992,6392.25,1.86,13.34,27.2,764.05,45.39,27.2,77.54,45.46,24.11,Peru,America,Emerging and Developing Economies,0.0,-0.894,109,36.0,36.0
PHL,2016,47.409,83.424,36.01500000000001,3076.34,1.14,19.59,28.6,520.98,61.78,28.6,46.48,39.2,357.97,Philippines,Asia,Emerging and Developing Economies,0.0,0.835,34,11.0,61.0
POL,2016,168.708,133.112,-35.596000000000004,13026.19,8.34,18.28,11.3,2614.97,96.87,11.3,60.18,73.3,124.01,Poland,Europe,Emerging and Developing Economies,0.0,0.885,31,60.0,12.0
PRT,2016,35.356,39.715,4.359000000000002,19662.82,4.91,12.24,29.0,2111.1,79.52,29.0,64.09,70.42,112.72,Portugal,Europe,Advanced Economies,1.0,0.499,40,27.0,45.0
ROU,2016,40.738,43.202,2.4639999999999986,9286.88,3.99,20.12,24.4,1604.62,85.89,24.4,53.9,59.5,85.63,Romania,Europe,Emerging and Developing Economies,0.0,1.069,27,33.0,39.0
RUS,2016,685.358,190.14000000000001,-495.21799999999996,9269.32,11.96,11.7,3.4,4917.54,46.52,3.4,74.16,73.09,8.85,Russia,Asia,Emerging and Developing Economies,0.0,-0.096,63,70.0,2.0
